id,status,urgency,category,category_ar,client_username,client_name,client_phone,worker_username,worker_name,worker_phone,address,latitude,longitude,commission,created_at,accepted_at,completed_at,cancelled_at
121,CANCELLED,URGENT,خدمات منزليه,خدمات منزليه,user3650,Hussein Tawfik,01088150568,user3061,Maha Youssef,01075913491,35 St,26.09022,27.718609,104.83,2025-11-22 00:41:56,2025-11-22 07:41:56,,2025-11-22 08:41:56
122,IN_PROGRESS,URGENT,سباكه,سباكه,user3918,Salma Ali,01083838156,user2721,Aya Mostafa,01064012161,170 St,23.526256,27.576625,22.91,2025-11-15 11:21:31,2025-11-15 19:21:31,,
123,CANCELLED,NORMAL,كهرباء,كهرباء,user2887,Emad Gamal,01058694273,user2861,Dina Nabil,01039861312,133 St,29.366375,31.901412,117.82,2024-07-01 19:04:56,2024-07-01 19:04:56,,2024-07-01 20:04:56
124,COMPLETED,URGENT,كهرباء,كهرباء,user2850,Amr Fouad,01053346833,user3433,Aya Gamal,01012777998,61 St,27.151502,31.520323,136.05,2025-11-22 19:55:34,2025-11-23 03:55:34,2025-11-23 05:55:34,
125,COMPLETED,NORMAL,خدمات منزليه,خدمات منزليه,user4425,Karim Naguib,01038489022,user1958,Aya Shaker,01091192063,99 St,25.126985,25.443749,184.23,2025-05-11 12:33:32,2025-05-11 20:33:32,2025-05-12 20:33:32,
126,COMPLETED,NORMAL,سباكه,سباكه,user2352,Noha Adel,01052522212,user765,Ibrahim Tawfik,01075629343,173 St,28.291876,34.86264,283.06,2025-05-23 18:28:10,2025-05-24 02:28:10,2025-05-24 20:28:10,
127,COMPLETED,NORMAL,كهرباء,كهرباء,user412,Rania Mostafa,01075450221,user936,Khaled Hatem,01093853635,42 St,26.826051,28.222474,129.85,2026-05-29 22:57:27,2026-05-30 04:57:27,2026-05-31 00:57:27,
128,IN_PROGRESS,URGENT,سباكه,سباكه,user131,Hend Ibrahim,01070654852,user4017,Maha Naguib,01059156621,,31.241361,29.797022,278.88,2025-01-10 03:47:08,2025-01-10 07:47:08,,
129,COMPLETED,URGENT,نجاره,نجاره,user3670,Samar Hassan,01043490657,user2302,Mona Ahmed,01022934433,3 St,28.46439,34.879454,123.04,2025-12-31 09:50:10,2025-12-31 16:50:10,2025-12-31 19:50:10,
130,CANCELLED,HIGH,نجاره,نجاره,user804,Salma Ali,01087511871,user16,Omar Rashad,01097225156,19 St,25.668462,26.459699,202.02,2024-07-26 05:29:29,2024-07-26 10:29:29,,2024-07-26 11:29:29
131,COMPLETED,NORMAL,سباكه,سباكه,user1083,Hany Youssef,01034730353,user123,Mahmoud Khaled,01090440034,78 St,28.647068,34.633972,62.32,2026-03-13 21:09:56,2026-03-14 05:09:56,2026-03-14 09:09:56,
132,IN_PROGRESS,HIGH,كهرباء,كهرباء,user1184,Hany Ibrahim,01091781029,user57,Sara Rashad,01089470029,,30.781245,26.534953,253.83,2024-06-09 16:22:35,2024-06-09 16:22:35,,
133,COMPLETED,HIGH,نجاره,نجاره,user1666,Ghada Hatem,01050639874,user899,Dina Shaker,01024383316,14 St,29.970003,28.455315,298.83,2026-04-20 05:16:43,2026-04-20 05:16:43,2026-04-21 02:16:43,
134,IN_PROGRESS,HIGH,نجاره,نجاره,user4565,Mahmoud Nabil,01014920696,user1030,Khaled Adel,01093724365,36 St,26.774932,27.056056,48.85,2026-02-14 04:11:55,2026-02-14 06:11:55,,
135,PENDING,URGENT,نجاره,نجاره,user790,Mostafa Fahmy,01059612328,user4396,Yasmin Mostafa,01038447499,196 St,23.046391,30.072795,193.9,2024-07-29 13:15:56,,,
136,COMPLETED,HIGH,خدمات منزليه,خدمات منزليه,user3158,Mohamed Naguib,01054616284,user1755,Khaled Youssef,01025699847,142 St,29.564837,28.859739,166.94,2024-12-09 08:58:00,2024-12-09 10:58:00,2024-12-09 21:58:00,
137,PENDING,NORMAL,كهرباء,كهرباء,user4499,Maha Adel,01032522243,user1738,Ghada Rashad,01061790520,,25.341083,31.943226,77.71,2025-06-23 19:10:39,,,
138,PENDING,NORMAL,نجاره,نجاره,user4061,Youssef Fouad,01073102352,user1309,Mariam Hatem,01038788785,102 St,27.208911,26.060843,238.22,2024-11-08 21:52:07,,,
139,COMPLETED,HIGH,نجاره,نجاره,user1367,Ali Fouad,01094969193,user4178,Aya Gamal,01040502785,47 St,28.344759,26.631763,234.49,2025-05-02 20:09:16,2025-05-03 04:09:16,2025-05-04 00:09:16,
140,COMPLETED,NORMAL,خدمات منزليه,خدمات منزليه,user3964,Mohamed Youssef,01051927253,user1864,Aya Omar,01056453576,49 St,27.420235,29.277425,152.28,2025-02-12 03:34:47,2025-02-12 10:34:47,2025-02-13 08:34:47,
141,PENDING,HIGH,نجاره,نجاره,user3937,Khaled Tawfik,01070016368,user1084,Sherif Omar,01057423826,,28.225917,36.463223,72.54,2025-06-23 08:07:44,,,
142,PENDING,HIGH,خدمات منزليه,خدمات منزليه,user3,Ahmed Mohamed,01055667651,user583,Ahmed Hassan,01045760499,120 St,29.800117,32.081228,61.31,2025-01-08 11:36:08,,,
143,PENDING,NORMAL,سباكه,سباكه,user4915,Mahmoud Mostafa,01067280548,user1054,Hassan Hamdy,01091407521,137 St,28.335672,29.677539,107.18,2025-02-06 11:26:14,,,
144,COMPLETED,URGENT,نجاره,نجاره,user573,Rania Omar,01068349054,user1196,Amr Fahmy,01014145953,54 St,23.921637,27.67008,99.86,2025-09-03 21:57:57,2025-09-04 00:57:57,2025-09-04 22:57:57,
145,IN_PROGRESS,NORMAL,خدمات منزليه,خدمات منزليه,user4719,Mona Omar,01030957908,user1845,Youssef Tawfik,01050399190,147 St,23.076246,36.438725,107.33,2024-12-29 00:24:18,2024-12-29 07:24:18,,
146,COMPLETED,NORMAL,خدمات منزليه,خدمات منزليه,user1346,Ibrahim Mostafa,01086760300,user3408,Amr Youssef,01014198813,21 St,27.915927,36.959455,181.11,2026-05-22 01:16:17,2026-05-22 05:16:17,2026-05-22 16:16:17,
147,IN_PROGRESS,HIGH,كهرباء,كهرباء,user482,Noha Hassan,01050789378,user2587,Fatma Mohamed,01065622207,37 St,30.723049,28.37797,147.04,2025-01-26 22:56:11,2025-01-26 23:56:11,,
148,PENDING,HIGH,نجاره,نجاره,user1415,Mariam Gamal,01066186841,user899,Dina Shaker,01024383316,45 St,31.154241,26.622628,257.88,2024-12-09 20:29:05,,,
149,COMPLETED,URGENT,خدمات منزليه,خدمات منزليه,user3792,Mariam Yasser,01042180102,user3174,Mahmoud Ahmed,01025402457,72 St,29.462324,27.16679,156.0,2025-11-23 09:54:43,2025-11-23 09:54:43,2025-11-23 20:54:43,
150,COMPLETED,HIGH,سباكه,سباكه,user4102,Hend Youssef,01010748660,user1805,Mohamed Ali,01071535643,164 St,31.321583,28.092171,45.83,2025-04-09 07:01:02,2025-04-09 08:01:02,2025-04-09 23:01:02,
151,COMPLETED,NORMAL,نجاره,نجاره,user401,Ahmed Yasser,01028974879,user3314,Rania Ibrahim,01082353670,126 St,29.610838,29.251004,66.51,2025-12-04 00:10:48,2025-12-04 01:10:48,2025-12-04 18:10:48,
152,PENDING,HIGH,كهرباء,كهرباء,user3549,Amr Gamal,01037312108,user1118,Aya Mohamed,01054493460,184 St,29.179779,31.35043,279.38,2026-03-17 02:09:12,,,
153,PENDING,HIGH,سباكه,سباكه,user196,Amany Adel,01063798927,user3873,Shaimaa Omar,01068417164,60 St,29.755737,33.836279,202.8,2024-06-20 08:07:04,,,
154,COMPLETED,URGENT,نجاره,نجاره,user1712,Ahmed Adel,01039796682,user237,Youssef Ahmed,01046024950,,26.211246,36.114298,146.69,2024-09-22 21:18:12,2024-09-23 05:18:12,2024-09-23 11:18:12,
155,IN_PROGRESS,HIGH,سباكه,سباكه,user2865,Samar Fahmy,01022699828,user2477,Amany Shaker,01030126105,,29.16013,30.468789,88.52,2024-06-16 05:55:21,2024-06-16 11:55:21,,
156,COMPLETED,URGENT,كهرباء,كهرباء,user2579,Hany Fouad,01095992823,user695,Sherif Mohamed,01055523530,107 St,29.166825,25.881104,90.66,2026-05-26 06:39:50,2026-05-26 14:39:50,2026-05-27 14:39:50,
157,IN_PROGRESS,HIGH,سباكه,سباكه,user1207,Shaimaa Gamal,01080496099,user786,Ahmed Gamal,01040906854,29 St,22.870816,36.990567,80.46,2026-03-15 07:01:00,2026-03-15 15:01:00,,
158,COMPLETED,NORMAL,خدمات منزليه,خدمات منزليه,user2074,Samar Hatem,01048587625,user4374,Nadia Kamel,01086695213,70 St,26.542808,33.170101,209.78,2025-07-22 09:07:37,2025-07-22 13:07:37,2025-07-22 20:07:37,
159,COMPLETED,NORMAL,خدمات منزليه,خدمات منزليه,user2276,Yasmin Nabil,01086997569,user3346,Mostafa Ahmed,01094242570,185 St,29.910026,33.689108,96.39,2025-11-21 17:05:23,2025-11-21 23:05:23,2025-11-22 10:05:23,
160,COMPLETED,HIGH,نجاره,نجاره,user3244,Khaled Tawfik,01017259175,user1646,Khaled Fouad,01039807813,143 St,27.803553,32.599385,267.74,2025-05-09 16:29:38,2025-05-09 16:29:38,2025-05-10 04:29:38,
161,COMPLETED,HIGH,نجاره,نجاره,user3821,Hany Omar,01037630104,user4543,Hassan Fouad,01036549185,140 St,27.10703,28.554576,30.05,2025-10-15 01:37:09,2025-10-15 04:37:09,2025-10-15 10:37:09,
162,COMPLETED,URGENT,سباكه,سباكه,user4487,Yasmin Mohamed,01079358373,user2934,Karim Yasser,01044655375,37 St,29.952515,36.436581,38.26,2026-05-07 19:27:38,2026-05-08 02:27:38,2026-05-08 05:27:38,
163,CANCELLED,NORMAL,كهرباء,كهرباء,user632,Aya Yasser,01050532800,user1774,Hend Ahmed,01087574875,64 St,25.40752,32.655392,80.08,2024-12-17 12:14:49,2024-12-17 19:14:49,,2024-12-17 22:14:49
164,COMPLETED,URGENT,خدمات منزليه,خدمات منزليه,user3521,Mostafa Mohamed,01085621910,user1255,Sara Hamdy,01070826614,105 St,25.241129,31.973887,84.83,2025-07-05 07:58:48,2025-07-05 15:58:48,2025-07-06 01:58:48,
165,COMPLETED,URGENT,كهرباء,كهرباء,user3265,Ali Hassan,01058927331,user547,Samar Hussein,01081603135,157 St,28.556521,35.407012,244.75,2024-09-18 07:59:30,2024-09-18 10:59:30,2024-09-19 09:59:30,
166,PENDING,HIGH,خدمات منزليه,خدمات منزليه,user2667,Mohamed Tawfik,01061330934,user4364,Reem Rashad,01025477315,64 St,24.996447,31.252135,208.02,2025-05-18 01:54:00,,,
167,COMPLETED,NORMAL,نجاره,نجاره,user1259,Khaled Hatem,01012244018,user1792,Hussein Youssef,01078116890,174 St,23.571625,30.358607,165.17,2025-11-04 06:13:03,2025-11-04 08:13:03,2025-11-05 01:13:03,
168,COMPLETED,HIGH,خدمات منزليه,خدمات منزليه,user1972,Ghada Hussein,01089984645,user4740,Shaimaa Fahmy,01063352338,116 St,27.500751,31.068629,86.13,2025-07-19 14:10:54,2025-07-19 18:10:54,2025-07-20 00:10:54,
169,CANCELLED,NORMAL,كهرباء,كهرباء,user1892,Rania Hassan,01050447664,user652,Ahmed Hatem,01024115931,63 St,30.262376,34.411692,141.09,2024-08-09 08:23:28,2024-08-09 08:23:28,,2024-08-09 10:23:28
170,COMPLETED,HIGH,كهرباء,كهرباء,user4935,Sara Gamal,01097485378,user185,Amr Adel,01053627409,24 St,22.690965,33.775893,247.85,2025-03-19 18:15:07,2025-03-19 19:15:07,2025-03-20 00:15:07,
171,CANCELLED,URGENT,سباكه,سباكه,user2655,Ahmed Ahmed,01060182404,user2583,Rania Shaker,01080574403,,23.798152,32.963274,299.36,2025-10-07 06:40:22,2025-10-07 12:40:22,,2025-10-07 15:40:22
172,PENDING,NORMAL,نجاره,نجاره,user3516,Youssef Fouad,01082423090,user2395,Noha Yasser,01021846714,,28.943992,28.827893,200.48,2026-05-17 07:47:07,,,
173,CANCELLED,URGENT,نجاره,نجاره,user1572,Mostafa Naguib,01056411493,user2441,Karim Ibrahim,01076968371,166 St,28.169355,26.105791,35.55,2024-10-16 12:51:04,2024-10-16 12:51:04,,2024-10-16 13:51:04
174,CANCELLED,URGENT,كهرباء,كهرباء,user3499,Tarek Nabil,01045398178,user4103,Amany Yasser,01045524607,,23.483326,36.093168,200.38,2024-06-11 03:53:44,2024-06-11 09:53:44,,2024-06-11 09:53:44
175,PENDING,HIGH,نجاره,نجاره,user3330,Mostafa Yasser,01061892410,user1876,Amr Hamdy,01013800827,134 St,26.508576,27.695266,225.61,2025-09-05 22:18:38,,,
176,COMPLETED,NORMAL,خدمات منزليه,خدمات منزليه,user2080,Dina Gamal,01016118607,user90,Emad Gamal,01048571356,93 St,22.982354,33.372051,155.16,2024-10-25 10:27:10,2024-10-25 18:27:10,2024-10-25 20:27:10,
177,COMPLETED,HIGH,سباكه,سباكه,user2719,Mohamed Hamdy,01063747109,user1617,Dina Said,01084829928,109 St,25.414756,30.18549,253.49,2025-01-10 20:03:57,2025-01-10 20:03:57,2025-01-11 20:03:57,
178,PENDING,HIGH,كهرباء,كهرباء,user615,Amany Omar,01060038218,user3678,Ghada Nabil,01069538978,41 St,27.712944,36.647484,195.22,2026-03-08 00:56:54,,,
179,PENDING,NORMAL,خدمات منزليه,خدمات منزليه,user2857,Mona Ali,01055876427,user2272,Ali Khaled,01014637652,59 St,26.148216,36.144268,197.19,2025-08-14 16:37:38,,,
180,PENDING,HIGH,نجاره,نجاره,user1970,Fatma Ali,01051245534,user2659,Hussein Yasser,01015509949,49 St,24.85804,30.003041,154.58,2025-07-24 22:36:47,,,
181,COMPLETED,NORMAL,خدمات منزليه,خدمات منزليه,user4736,Emad Mohamed,01058664280,user1291,Sara Hussein,01051584044,,30.058319,28.025249,204.52,2025-04-03 07:28:32,2025-04-03 13:28:32,2025-04-04 04:28:32,
182,CANCELLED,URGENT,كهرباء,كهرباء,user12,Samar Youssef,01031227574,user1765,Nadia Said,01012070527,94 St,30.651525,32.030023,282.11,2025-01-19 22:48:32,2025-01-20 05:48:32,,2025-01-20 08:48:32
183,CANCELLED,NORMAL,نجاره,نجاره,user3646,Karim Tawfik,01099069920,user249,Laila Ibrahim,01025446483,,30.57553,35.936197,144.25,2024-08-07 22:37:46,2024-08-08 00:37:46,,2024-08-08 02:37:46
184,COMPLETED,URGENT,خدمات منزليه,خدمات منزليه,user4634,Omar Hamdy,01010873670,user475,Shaimaa Hussein,01082963514,32 St,23.654264,33.235097,63.27,2024-06-23 11:37:26,2024-06-23 16:37:26,2024-06-24 05:37:26,
185,COMPLETED,URGENT,كهرباء,كهرباء,user1662,Salma Hussein,01015968073,user1665,Hassan Mostafa,01031878126,62 St,29.658067,35.083053,296.74,2025-07-06 14:00:29,2025-07-06 22:00:29,2025-07-07 01:00:29,
186,COMPLETED,HIGH,كهرباء,كهرباء,user2319,Tarek Hassan,01027710723,user3129,Mostafa Rashad,01041381348,7 St,25.608512,32.101263,220.73,2025-02-02 05:40:55,2025-02-02 13:40:55,2025-02-02 19:40:55,
187,COMPLETED,HIGH,خدمات منزليه,خدمات منزليه,user1425,Mahmoud Mostafa,01047692831,user1525,Mohamed Ibrahim,01024377289,,29.385583,36.40541,213.69,2025-08-23 21:35:32,2025-08-24 04:35:32,2025-08-24 15:35:32,
188,COMPLETED,HIGH,خدمات منزليه,خدمات منزليه,user1407,Shaimaa Ali,01075424216,user2797,Dina Fouad,01044612467,,22.667404,31.938031,134.65,2025-05-11 18:42:56,2025-05-11 22:42:56,2025-05-12 15:42:56,
189,COMPLETED,URGENT,كهرباء,كهرباء,user2224,Hassan Ali,01073140855,user2232,Khaled Naguib,01091615182,109 St,31.068903,28.258939,207.31,2026-01-31 22:44:26,2026-02-01 04:44:26,2026-02-01 21:44:26,
190,COMPLETED,URGENT,سباكه,سباكه,user2885,Mona Hatem,01086901486,user839,Hassan Shaker,01072982807,112 St,25.236511,32.151726,259.79,2024-08-13 12:34:28,2024-08-13 15:34:28,2024-08-14 02:34:28,
191,COMPLETED,NORMAL,خدمات منزليه,خدمات منزليه,user966,Laila Kamel,01090675244,user3187,Mahmoud Nabil,01094984077,173 St,28.243409,31.050113,174.0,2026-03-06 07:11:40,2026-03-06 15:11:40,2026-03-06 19:11:40,
192,IN_PROGRESS,HIGH,نجاره,نجاره,user1095,Mohamed Rashad,01019799868,user564,Rania Rashad,01080653292,126 St,26.838676,26.893739,71.77,2026-02-02 00:42:17,2026-02-02 03:42:17,,
193,COMPLETED,URGENT,نجاره,نجاره,user3724,Ali Adel,01082463440,user1473,Sara Tawfik,01048449029,19 St,30.347424,29.88498,139.23,2025-11-09 20:07:13,2025-11-10 03:07:13,2025-11-10 06:07:13,
194,COMPLETED,HIGH,كهرباء,كهرباء,user1451,Maha Adel,01077231416,user260,Karim Nabil,01043223132,52 St,27.567216,35.903981,34.55,2026-04-18 13:39:35,2026-04-18 14:39:35,2026-04-18 19:39:35,
195,COMPLETED,URGENT,سباكه,سباكه,user3553,Rania Mohamed,01025085657,user1297,Salma Hassan,01022816494,19 St,29.658153,25.054708,205.23,2025-09-15 06:39:59,2025-09-15 13:39:59,2025-09-16 09:39:59,
196,COMPLETED,URGENT,نجاره,نجاره,user3350,Aya Ali,01021188393,user167,Hend Hassan,01079538491,100 St,30.628583,31.458672,251.5,2026-05-31 04:11:06,2026-05-31 10:11:06,2026-06-01 02:11:06,
197,COMPLETED,HIGH,نجاره,نجاره,user4676,Hany Mohamed,01056155870,user2071,Hussein Shaker,01068092604,185 St,31.430702,27.907932,124.82,2025-05-11 13:32:28,2025-05-11 19:32:28,2025-05-12 10:32:28,
198,COMPLETED,URGENT,خدمات منزليه,خدمات منزليه,user182,Mohamed Said,01097991930,user4940,Ahmed Naguib,01068568611,1 St,27.861225,30.309019,44.03,2024-11-27 23:33:00,2024-11-28 07:33:00,2024-11-28 15:33:00,
199,COMPLETED,URGENT,سباكه,سباكه,user3212,Nadia Kamel,01031237474,user4025,Mostafa Ali,01082269832,126 St,30.59676,28.516135,73.76,2026-03-04 12:55:52,2026-03-04 18:55:52,2026-03-04 20:55:52,
200,COMPLETED,URGENT,نجاره,نجاره,user3330,Mostafa Yasser,01061892410,user1876,Amr Hamdy,01013800827,62 St,30.483669,27.208229,171.16,2025-08-10 17:03:31,2025-08-11 01:03:31,2025-08-11 19:03:31,
201,COMPLETED,URGENT,سباكه,سباكه,user34,Ibrahim Nabil,01065259205,user4462,Reem Khaled,01091422869,,24.904254,27.343286,191.39,2024-12-01 19:46:49,2024-12-02 01:46:49,2024-12-02 03:46:49,
202,CANCELLED,HIGH,خدمات منزليه,خدمات منزليه,user3434,Sherif Mostafa,01090940302,user2448,Emad Rashad,01037807105,,30.165334,25.213821,237.5,2026-05-17 07:38:18,2026-05-17 10:38:18,,2026-05-17 14:38:18
203,COMPLETED,URGENT,خدمات منزليه,خدمات منزليه,user4319,Karim Fouad,01031493955,user1775,Ali Ibrahim,01039468480,116 St,26.642731,29.426684,240.16,2024-12-30 21:04:47,2024-12-31 05:04:47,2024-12-31 11:04:47,
204,PENDING,HIGH,سباكه,سباكه,user3065,Noha Said,01012970946,user3392,Omar Mohamed,01047788847,,22.495704,36.573131,207.67,2026-02-13 17:23:44,,,
205,COMPLETED,URGENT,خدمات منزليه,خدمات منزليه,user723,Dina Ahmed,01062394739,user4524,Mahmoud Shaker,01058344436,177 St,24.337422,26.438786,108.11,2026-03-11 12:01:48,2026-03-11 18:01:48,2026-03-12 01:01:48,
206,COMPLETED,HIGH,سباكه,سباكه,user2177,Yasmin Fouad,01096217855,user4446,Karim Said,01060999937,29 St,25.954955,25.634362,28.6,2025-08-03 22:59:08,2025-08-04 05:59:08,2025-08-04 09:59:08,
207,COMPLETED,URGENT,كهرباء,كهرباء,user3689,Nadia Youssef,01091657586,user4983,Maha Yasser,01033367943,27 St,25.107929,28.454301,299.1,2025-04-04 03:23:54,2025-04-04 04:23:54,2025-04-04 11:23:54,
208,COMPLETED,URGENT,نجاره,نجاره,user1954,Yasmin Tawfik,01050871016,user2511,Emad Tawfik,01099228124,119 St,24.826107,32.626273,218.68,2024-12-19 02:12:20,2024-12-19 07:12:20,2024-12-19 18:12:20,
209,COMPLETED,HIGH,نجاره,نجاره,user3048,Noha Fouad,01056297382,user4480,Ali Said,01040829947,170 St,27.985118,31.991656,116.82,2024-11-05 12:10:44,2024-11-05 20:10:44,2024-11-06 11:10:44,
210,COMPLETED,URGENT,كهرباء,كهرباء,user2858,Ahmed Fahmy,01015174414,user501,Mohamed Naguib,01099057266,47 St,31.167606,32.324351,61.48,2026-04-28 09:02:01,2026-04-28 11:02:01,2026-04-28 18:02:01,
211,COMPLETED,URGENT,خدمات منزليه,خدمات منزليه,user3735,Mohamed Tawfik,01075982304,user1535,Mohamed Nabil,01094182224,87 St,23.146459,36.09217,110.08,2025-03-22 18:33:20,2025-03-23 00:33:20,2025-03-23 01:33:20,
212,COMPLETED,NORMAL,خدمات منزليه,خدمات منزليه,user4964,Amr Youssef,01059746896,user476,Khaled Hamdy,01045346140,,25.077697,29.439629,116.95,2026-05-11 21:36:12,2026-05-11 21:36:12,2026-05-12 05:36:12,
213,CANCELLED,URGENT,كهرباء,كهرباء,user4057,Hussein Mostafa,01047862662,user1834,Khaled Youssef,01078885653,195 St,28.216445,29.265954,208.6,2024-07-10 19:19:26,2024-07-11 01:19:26,,2024-07-11 04:19:26
214,CANCELLED,NORMAL,خدمات منزليه,خدمات منزليه,user2240,Aya Naguib,01092891069,user675,Laila Said,01018533790,55 St,22.381433,34.535442,199.07,2024-10-24 20:50:47,2024-10-25 02:50:47,,2024-10-25 02:50:47
215,IN_PROGRESS,URGENT,كهرباء,كهرباء,user4501,Ghada Ahmed,01095286615,user3543,Rania Hassan,01046303469,63 St,26.69341,26.655279,139.02,2024-12-08 19:15:08,2024-12-08 22:15:08,,
216,COMPLETED,URGENT,كهرباء,كهرباء,user4516,Shaimaa Ibrahim,01061433538,user4838,Mahmoud Kamel,01086077348,148 St,27.009511,27.026643,193.65,2026-04-24 07:03:49,2026-04-24 14:03:49,2026-04-25 12:03:49,
217,COMPLETED,NORMAL,خدمات منزليه,خدمات منزليه,user2391,Emad Fahmy,01036920343,user1692,Ali Hamdy,01099461018,,25.139486,30.027899,212.67,2026-01-12 03:12:00,2026-01-12 04:12:00,2026-01-12 18:12:00,
218,COMPLETED,HIGH,خدمات منزليه,خدمات منزليه,user4578,Ahmed Kamel,01092288982,user3085,Ahmed Fouad,01026216350,21 St,27.822025,28.964009,75.74,2025-06-02 10:11:28,2025-06-02 10:11:28,2025-06-02 11:11:28,
219,IN_PROGRESS,NORMAL,كهرباء,كهرباء,user2839,Rania Hatem,01023891054,user622,Khaled Mohamed,01015523254,168 St,30.916433,36.292561,34.73,2025-12-17 17:16:28,2025-12-17 22:16:28,,
220,IN_PROGRESS,URGENT,خدمات منزليه,خدمات منزليه,user3649,Sara Adel,01019426966,user4023,Hussein Youssef,01089226395,37 St,30.838889,32.072847,23.31,2024-07-15 05:54:00,2024-07-15 10:54:00,,
221,COMPLETED,URGENT,سباكه,سباكه,user1300,Mohamed Said,01082154087,user982,Omar Said,01016923083,54 St,23.869916,32.309887,94.14,2026-02-14 11:40:44,2026-02-14 14:40:44,2026-02-15 11:40:44,
222,IN_PROGRESS,URGENT,كهرباء,كهرباء,user430,Khaled Fouad,01068435370,user4289,Sara Nabil,01089703171,52 St,23.339993,31.18428,104.65,2026-02-08 18:11:10,2026-02-08 18:11:10,,
223,COMPLETED,URGENT,كهرباء,كهرباء,user3472,Ghada Kamel,01041424194,user3338,Laila Shaker,01098606079,,30.490078,33.808072,40.44,2024-09-13 22:06:51,2024-09-14 00:06:51,2024-09-14 16:06:51,
